back_office,channel,client_id,counter_type,date,inaccurate_time,no_wait_visit,office_id,office_name,program_id,service_count,status,welcome_time,latest_time,service_creation_duration_outlie,waiting_duration_outlier,prep_duration_outlier,serve_duration_outlier,hold_duration_outlier,serve_duration_per_service,serve_duration_per_visit,prep_duration_per_service,prep_duration_per_visit,waiting_duration_per_service,waiting_duration_per_visit,hold_duration_per_service,hold_duration_per_visit,visits_count,services_count,transactions_count,DateEntered,service_creation_duration_per_vi
Front Office,in-person,5332956,Counter,31DEC2020:00:00:00.000,No,Yes,47,Mackenzie,Other - 008,1,Finished,31DEC2020:09:42:55.000,31DEC2020:09:45:19.000,No,No,No,No,No,0.0016622685,0.0016622685,,,,,,,1,1,1,05MAR2021:14:31:07.660,3.7268521E-6
Front Office,in-person,629192,,10DEC2018:00:00:00.000,No,No,67,Powell River,BC Registry - 005,1,Finished,10DEC2018:10:29:05.000,10DEC2018:10:32:20.000,No,No,No,No,No,0.0021354745,0.0021354745,1.1574074E-8,1.1574074E-8,2.3148148E-8,2.3148148E-8,0,0,1,1,1,05MAR2021:14:29:28.213,0.0001247569
Front Office,in-person,897713,,09JAN2019:00:00:00.000,No,No,93,Vernon,ICBC - 002,1,Finished,09JAN2019:11:17:45.000,09JAN2019:11:54:13.000,No,No,No,No,No,0.0203705449,0.0203705449,0.000026412,0.000026412,0.0031918981,0.0031918981,0,0,1,1,1,05MAR2021:14:29:30.590,0.001737118
Back Office,back-office,5207494,Counter,11DEC2020:00:00:00.000,Yes,No,111,Victoria,Back Office - 021,1,Inaccurate Time,11DEC2020:13:19:39.000,11DEC2020:13:19:50.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:30:57.597,0.0000361806
Front Office,in-person,3592004,Counter,21JAN2020:00:00:00.000,No,Yes,69,Prince Rupert,ICBC - 002,1,Finished,21JAN2020:14:15:35.000,21JAN2020:14:25:01.000,No,No,No,No,No,0.006469734,0.006469734,,,,,,,1,1,1,05MAR2021:14:30:07.433,0.0000757292
Front Office,in-person,3037062,,23AUG2019:00:00:00.000,Yes,No,11,Burns Lake,Redirects - 008,3,Inaccurate Time,23AUG2019:15:49:45.000,23AUG2019:15:49:47.000,No,No,No,No,No,,,,,,,,0.0110235875,1,1,1,05MAR2021:14:29:53.323,0.0000857523
Front Office,in-person,7742364,Counter,10SEP2021:00:00:00.000,No,Yes,17,Cranbrook,ID Verification - 010,1,Finished,10SEP2021:16:41:25.000,10SEP2021:16:42:06.000,No,No,No,No,No,0.0004732755,0.0004732755,,,,,,,1,1,1,11SEP2021:02:00:14.117,2.6273149E-6
Back Office,back-office,9255429,Counter,01MAR2022:00:00:00.000,No,Yes,36,Grand Forks,SDPR - POC - 005,1,Finished,01MAR2022:10:48:11.000,01MAR2022:10:48:52.000,No,No,No,No,No,0.0004232176,0.0004232176,,,,,,,1,1,1,02MAR2022:02:00:13.113,0.0000586227
Front Office,in-person,3564034,Counter,13JAN2020:00:00:00.000,No,Yes,68,Prince George,ICBC - 004,1,Finished,13JAN2020:13:43:09.000,13JAN2020:13:45:09.000,No,No,No,No,No,0.0012819676,0.0012819676,,,,,,,1,1,1,05MAR2021:14:30:06.700,0.0001145023
Front Office,in-person,2988549,,13AUG2019:00:00:00.000,No,Yes,97,Williams Lake,PTAX - 005,1,Finished,13AUG2019:11:32:42.000,13AUG2019:11:36:56.000,No,No,No,No,No,0.0028816666,0.0028816666,,,,,,,1,1,1,05MAR2021:14:29:52.027,0.0000517245
Back Office,back-office,5971496,Counter,23MAR2021:00:00:00.000,No,Yes,112,Send Video2,Back Office - 021,1,Finished,23MAR2021:10:00:13.000,23MAR2021:10:01:43.000,No,No,No,No,No,0.0009986921,0.0009986921,,,,,,,1,1,1,24MAR2021:02:00:11.013,0.0000452315
Back Office,back-office,3862084,Counter,08APR2020:00:00:00.000,No,Yes,68,Prince George,Back Office - 004,2,Finished,08APR2020:13:25:29.000,08APR2020:16:07:45.000,No,No,No,No,No,0.0115060993,0.1434391141,,,,,,0.0663312152,1,1,1,05MAR2021:14:30:14.027,0.0001264236
Back Office,back-office,7419311,Counter,26AUG2021:00:00:00.000,No,Yes,111,Send Video 1,ID Verification - 010,1,Finished,26AUG2021:11:18:44.000,26AUG2021:11:19:37.000,No,No,No,No,No,0.0005598958,0.0005598958,,,,,,,1,1,1,27AUG2021:02:00:13.580,0.000052581
Back Office,back-office,7608282,Counter,07SEP2021:00:00:00.000,No,Yes,13,Dease Lake,ID Verification - 010,1,Finished,07SEP2021:13:51:03.000,07SEP2021:14:17:15.000,No,No,No,No,No,0.0181494337,0.0181494337,,,,,,,1,1,1,08SEP2021:02:00:13.437,0.0000389583
Back Office,back-office,8601216,Counter,26NOV2021:00:00:00.000,No,Yes,61,100 Mile House,Back Office - 004,1,Finished,26NOV2021:08:24:03.000,26NOV2021:09:02:17.000,No,No,No,No,No,0.0264615975,0.0264615975,,,,,,,1,1,1,27NOV2021:02:00:12.770,0.0000895833
Front Office,in-person,5694603,Counter,18FEB2021:00:00:00.000,No,Yes,94,Victoria,SDPR - POC - 006,1,Finished,18FEB2021:13:20:15.000,18FEB2021:13:22:19.000,No,No,No,No,No,0.0012189004,0.0012189004,,,,,,,1,1,1,05MAR2021:14:31:38.653,0.0002100463
Back Office,back-office,7632815,Counter,08SEP2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,08SEP2021:09:25:01.000,08SEP2021:09:28:40.000,No,No,No,No,No,0.00250875,0.00250875,,,,,,,1,1,1,09SEP2021:02:00:13.163,0.0000266319
Front Office,in-person,9948574,Counter,16JUN2022:00:00:00.000,No,Yes,40,Kamloops,PTAX - 005,1,Finished,16JUN2022:13:10:18.000,16JUN2022:13:13:49.000,No,No,No,No,No,0.001886713,0.001886713,,,,,,,1,1,1,17JUN2022:04:30:18.030,0.0005519792
Front Office,,8200986,,12OCT2021:00:00:00.000,No,Yes,50,Merritt,,1,Customer Left (service-creation),12OCT2021:13:43:46.000,12OCT2021:13:44:03.000,No,No,No,No,No,,,,,,,,,1,1,0,13OCT2021:02:00:12.650,0.0001967245
Front Office,in-person,7233700,Counter,11AUG2021:00:00:00.000,No,No,88,Terrace,SDPR - POC - 006,1,Finished,11AUG2021:10:02:10.000,11AUG2021:10:07:24.000,No,No,No,No,No,0.0013840394,0.0013840394,0.0000191551,0.0000191551,0.0020974653,0.0020974653,,,1,1,1,12AUG2021:02:00:17.697,0.0001375
Front Office,,6639012,,09JUN2021:00:00:00.000,No,Yes,25,Duncan,,1,Customer Left (service-creation),09JUN2021:08:42:11.000,09JUN2021:08:42:12.000,No,No,No,No,No,,,,,,,,,1,1,0,10JUN2021:02:00:17.347,0.0000154398
Front Office,,6195680,,21APR2021:00:00:00.000,No,Yes,68,Prince George,,1,Customer Left (service-creation),21APR2021:11:03:11.000,21APR2021:11:05:59.000,No,No,No,No,No,,,,,,,,,1,1,0,22APR2021:02:00:13.630,0.0019491666
Front Office,in-person,766859,,21DEC2018:00:00:00.000,No,No,65,Penticton,ICBC - 002,1,Finished,21DEC2018:16:07:31.000,21DEC2018:16:23:35.000,No,No,No,No,No,0.003898368,0.003898368,0.0000103356,0.0000103356,0.0067748381,0.0067748381,0,0,1,1,1,05MAR2021:14:29:29.447,0.0004748958
Back Office,back-office,5102610,Counter,26NOV2020:00:00:00.000,No,Yes,69,Prince Rupert,Back Office - 016,1,Finished,26NOV2020:09:59:54.000,26NOV2020:10:07:39.000,No,No,No,No,No,0.0053221877,0.0053221877,,,,,,,1,1,1,05MAR2021:14:30:48.200,0.0000641667
Front Office,in-person,3720065,Counter,24FEB2020:00:00:00.000,No,Yes,55,Nanaimo,ICBC - 010,1,Finished,24FEB2020:14:21:48.000,24FEB2020:14:24:56.000,No,No,No,No,No,0.0020406712,0.0020406712,,,,,,,1,1,1,05MAR2021:14:30:10.340,0.0001324653
Back Office,in-person,9713156,Counter,11MAY2022:00:00:00.000,No,Yes,112,Send Video2,Back Office - 021,1,Finished,11MAY2022:13:32:19.000,11MAY2022:13:36:04.000,No,No,No,No,No,0.0025255093,0.0025255093,,,,,,,1,1,1,12MAY2022:04:30:11.913,0.0000853935
Back Office,phone,4155208,Counter,17JUN2020:00:00:00.000,No,Yes,40,Kamloops,Back Office - 021,1,Finished,17JUN2020:15:00:54.000,17JUN2020:15:03:56.000,No,No,No,No,No,0.0020599538,0.0020599538,,,,,,,1,1,1,05MAR2021:14:30:21.120,0.0000467593
Back Office,back-office,6844831,Counter,29JUN2021:00:00:00.000,No,Yes,10,Burnaby,ID Verification - 010,1,Finished,29JUN2021:14:46:01.000,29JUN2021:14:46:33.000,No,No,No,No,No,0.0003074653,0.0003074653,,,,,,,1,1,1,30JUN2021:02:00:12.930,0.0000630903
Front Office,in-person,5664933,Counter,16FEB2021:00:00:00.000,No,No,93,Vernon,CTAX - 001,1,Finished,16FEB2021:09:41:32.000,16FEB2021:10:00:36.000,No,No,No,No,No,0.0116301505,0.0116301505,0.000016794,0.000016794,0.0007732176,0.0007732176,,,1,1,1,05MAR2021:14:31:37.103,0.0008212269
Front Office,in-person,2425095,,07JUN2019:00:00:00.000,No,No,68,Prince George,ICBC - 002,1,Finished,07JUN2019:14:40:15.000,07JUN2019:15:08:32.000,No,No,No,No,No,0.0051392824,0.0051392824,0.0001024884,0.0001024884,0.0142118167,0.0142118167,,,1,1,2,05MAR2021:14:29:44.713,0.0001957755
Front Office,in-person,2558500,,24JUN2019:00:00:00.000,No,Yes,25,Duncan,RTB - 001,1,Finished,24JUN2019:13:05:52.000,24JUN2019:13:14:37.000,No,No,No,No,No,0.0058458913,0.0058458913,,,,,,,1,1,1,05MAR2021:14:29:46.683,0.0002204051
Front Office,in-person,3276842,,22OCT2019:00:00:00.000,No,No,46,Maple Ridge,MSP - 004,1,Finished,22OCT2019:14:09:03.000,22OCT2019:14:27:09.000,No,No,No,No,No,0.0095971292,0.0095971292,0.0004018403,0.0004018403,0.0019437963,0.0019437963,,,1,1,1,05MAR2021:14:29:59.230,0.000624456
Back Office,back-office,6685326,Counter,14JUN2021:00:00:00.000,No,Yes,50,Merritt,Back Office - 021,1,Finished,14JUN2021:10:11:19.000,14JUN2021:10:14:42.000,No,No,No,No,No,0.0022503587,0.0022503587,,,,,,,1,1,1,15JUN2021:02:00:12.857,0.0001092014
Front Office,in-person,8074996,Counter,27SEP2021:00:00:00.000,No,Yes,90,Surrey,Other - 004,1,Finished,27SEP2021:13:18:13.000,27SEP2021:13:27:22.000,No,No,No,No,No,0.0063197454,0.0063197454,,,,,,,1,1,1,28SEP2021:02:00:12.253,0.0000365741
Front Office,phone,9835584,Counter,01JUN2022:00:00:00.000,No,Yes,91,Valemount,Redirects - 009,1,Finished,01JUN2022:09:44:02.000,01JUN2022:09:45:43.000,No,No,No,No,No,0.0000130208,0.0000130208,,,,,,,1,1,1,02JUN2022:04:30:13.680,0.0011610648
Front Office,in-person,9869301,Counter,06JUN2022:00:00:00.000,No,Yes,75,Quesnel,ID Verification - 010,1,Finished,06JUN2022:12:46:27.000,06JUN2022:12:47:38.000,No,No,No,No,No,0.0007747569,0.0007747569,,,,,,,1,1,1,07JUN2022:04:30:13.370,0.0000452894
Front Office,,3992644,,19MAY2020:00:00:00.000,No,Yes,69,Prince Rupert,,1,Customer Left (service-creation),19MAY2020:10:35:32.000,19MAY2020:10:35:38.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:30:17.167,0.0000620833
Front Office,in-person,6161361,Counter,16APR2021:00:00:00.000,No,Yes,81,Trail,F&W - 002,2,Finished,16APR2021:11:51:50.000,16APR2021:12:06:22.000,No,No,No,No,No,0.0043159029,0.0169437844,,0.0000368634,,0.0000278935,,,1,1,1,17APR2021:02:00:12.213,0.0006034606
Front Office,in-person,2775220,,11JUL2019:00:00:00.000,No,Yes,55,Nanaimo,PTAX - 005,1,Finished,11JUL2019:09:00:15.000,11JUL2019:09:04:27.000,No,No,No,No,No,0.0027418402,0.0027418402,,,,,,,1,1,1,05MAR2021:14:29:49.010,0.0001673843
Back Office,back-office,6023346,Counter,30MAR2021:00:00:00.000,No,Yes,50,Merritt,SDPR - POC - 001,1,Finished,30MAR2021:08:35:05.000,30MAR2021:08:59:32.000,No,No,No,No,No,0.0168847684,0.0168847684,,,,,,,1,1,1,31MAR2021:02:00:12.253,0.0001005787
Back Office,back-office,6551821,Counter,31MAY2021:00:00:00.000,No,Yes,18,Creston,Back Office - 023,1,Finished,31MAY2021:15:18:43.000,31MAY2021:15:20:50.000,No,No,No,No,No,0.0014379977,0.0014379977,,,,,,,1,1,1,01JUN2021:02:00:12.720,0.0000308333
Back Office,back-office,5042436,Counter,17NOV2020:00:00:00.000,No,Yes,95,Vancouver,ID Verification - 010,1,Finished,17NOV2020:14:50:23.000,17NOV2020:14:59:56.000,No,No,No,No,No,0.0066015162,0.0066015162,,,,,,,1,1,1,17MAR2021:13:32:40.347,0.0000364005
Front Office,in-person,6011374,Counter,29MAR2021:00:00:00.000,No,Yes,81,Trail,ICBC - 008,1,Finished,29MAR2021:09:44:04.000,29MAR2021:09:51:55.000,No,No,No,No,No,0.005352824,0.005352824,,,,,,,1,1,1,30MAR2021:02:00:11.280,0.0000989352
Back Office,back-office,7608634,Counter,07SEP2021:00:00:00.000,No,Yes,111,Send Video 1,ID Verification - 010,1,Finished,07SEP2021:13:56:50.000,07SEP2021:13:59:22.000,No,No,No,No,No,0.001408507,0.001408507,,,,,,,1,1,1,08SEP2021:02:00:13.437,0.0003420023
Back Office,back-office,4372309,Counter,25JUL2020:00:00:00.000,Yes,No,46,Maple Ridge,Back Office - 021,1,Inaccurate Time,25JUL2020:13:50:40.000,25JUL2020:13:50:48.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:30:26.853,0.0000231134
Front Office,in-person,1857349,,16APR2019:00:00:00.000,No,Yes,14,Chilliwack,ICBC - 002,1,Finished,16APR2019:13:02:17.000,16APR2019:13:10:10.000,No,No,No,No,No,0.0053534722,0.0053534722,,,,,,,1,1,1,05MAR2021:14:29:39.197,0.0001266551
Front Office,in-person,3345598,,08NOV2019:00:00:00.000,No,Yes,68,Prince George,ICBC - 003,2,Finished,08NOV2019:10:57:49.000,08NOV2019:10:58:09.000,No,No,No,No,No,0.0002298032,0.0101038199,,0.0002084143,,0.0272769332,,,1,1,1,05MAR2021:14:30:00.950,0.0001172106
Back Office,back-office,5082437,Counter,24NOV2020:00:00:00.000,No,Yes,66,Port Alberni,Back Office - 016,1,Finished,24NOV2020:08:22:55.000,24NOV2020:13:17:46.000,No,No,No,Yes,No,0.0731136352,0.0731136352,,,,,0.1315027475,0.1315027475,1,1,1,05MAR2021:14:30:47.137,0.0001502778
Back Office,back-office,8998296,Counter,19JAN2022:00:00:00.000,No,Yes,66,Port Alberni,Back Office - 004,1,Finished,19JAN2022:14:03:53.000,19JAN2022:14:04:34.000,No,No,No,No,No,0.0004344329,0.0004344329,,,,,,,1,1,1,20JAN2022:02:00:13.707,0.0000353472
Front Office,in-person,3404819,,25NOV2019:00:00:00.000,No,Yes,39,Houston,MSP - 006,1,Finished,25NOV2019:13:45:55.000,25NOV2019:13:48:39.000,No,No,No,No,No,0.0016720833,0.0016720833,,,,,,,1,1,1,05MAR2021:14:30:02.417,0.0002203819
Back Office,back-office,7387288,Counter,24AUG2021:00:00:00.000,No,Yes,31,Fort St. John,ID Verification - 010,1,Finished,24AUG2021:18:13:42.000,24AUG2021:18:15:39.000,No,No,No,No,No,0.0012955555,0.0012955555,,,,,,,1,1,1,25AUG2021:02:00:12.697,0.0000598032
Front Office,in-person,1611875,,25MAR2019:00:00:00.000,No,Yes,25,Duncan,ICBC - 006,1,Finished,25MAR2019:16:00:45.000,25MAR2019:16:09:33.000,No,No,No,No,No,0.0059766318,0.0059766318,,,,,,,1,1,1,05MAR2021:14:29:37.057,0.0001397917
Front Office,,9163964,,14FEB2022:00:00:00.000,No,Yes,12,Campbell River,,1,Customer Left (service-creation),14FEB2022:13:32:28.000,14FEB2022:13:32:38.000,No,No,No,No,No,,,,,,,,,1,1,0,15FEB2022:02:00:12.953,0.0001089583
Front Office,,8647250,,01DEC2021:00:00:00.000,No,Yes,88,Terrace,,1,missing_calls,01DEC2021:16:14:20.000,01DEC2021:16:14:20.000,No,No,No,No,No,,,,,,,,,1,1,1,02DEC2021:02:00:16.610,
Back Office,back-office,7032894,Counter,20JUL2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,20JUL2021:12:14:00.000,20JUL2021:12:15:13.000,No,No,No,No,No,0.0008067593,0.0008067593,,,,,,,1,1,1,21JUL2021:02:00:13.677,0.0000382639
Front Office,in-person,6562235,Counter,01JUN2021:00:00:00.000,No,No,14,Chilliwack,ICBC - 002,1,Finished,01JUN2021:13:19:20.000,01JUN2021:13:45:41.000,No,No,No,No,No,0.0167656485,0.0167656485,0.0000949537,0.0000949537,0.0010011111,0.0010011111,,,1,1,1,02JUN2021:02:00:13.190,0.0004350926
Front Office,in-person,7719261,Counter,10SEP2021:00:00:00.000,No,No,31,Fort St. John,ICBC - 012,1,Finished,10SEP2021:09:17:32.000,10SEP2021:09:20:55.000,No,No,No,No,No,0.0006712037,0.0006712037,0.0000372106,0.0000372106,0.0013987268,0.0013987268,,,1,1,1,11SEP2021:02:00:13.210,0.0002419792
Front Office,in-person,8847805,Counter,30DEC2021:00:00:00.000,No,Yes,111,Send Video 1,ID Verification - 010,1,Finished,30DEC2021:10:17:56.000,30DEC2021:10:18:29.000,No,No,No,No,No,0.0003765625,0.0003765625,,,,,,,1,1,1,31DEC2021:02:00:12.833,2.8125003E-6
Front Office,in-person,5617874,Quick Trans,08FEB2021:00:00:00.000,No,No,68,Prince George,ICBC - 010,1,Finished,08FEB2021:11:46:51.000,08FEB2021:11:55:03.000,No,No,No,No,No,0.0014000348,0.0014000348,0.0000100347,0.0000100347,0.004190891,0.004190891,,,1,1,1,05MAR2021:14:31:33.180,0.0000927893
Front Office,in-person,9906118,Counter,10JUN2022:00:00:00.000,No,Yes,56,Nelson,ICBC - 002,2,Finished,10JUN2022:11:24:04.000,10JUN2022:11:24:05.000,No,No,No,No,No,0.0000150463,0.0143107176,,,,,,,1,1,1,13JUN2022:11:24:25.817,
Back Office,back-office,4694070,Counter,21SEP2020:00:00:00.000,No,Yes,3,Atlin,Back Office - 021,1,Finished,21SEP2020:09:00:53.000,21SEP2020:09:08:06.000,No,No,No,No,No,0.004935903,0.004935903,,,,,,,1,1,1,05MAR2021:14:30:36.403,0.0000680208
Front Office,in-person,2576608,,25JUN2019:00:00:00.000,No,Yes,95,Vancouver,ID Verification - 003,1,Finished,25JUN2019:10:37:57.000,25JUN2019:10:43:19.000,No,No,No,No,No,0.0035890045,0.0036742478,,,,,,,1,1,1,05MAR2021:14:29:46.980,0.0000498495
Back Office,back-office,7647866,Counter,08SEP2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,08SEP2021:13:14:39.000,08SEP2021:13:15:07.000,No,No,No,No,No,0.0003024306,0.0003024306,,,,,,,1,1,1,09SEP2021:02:00:13.663,0.0000248958
Back Office,back-office,5301311,Counter,24DEC2020:00:00:00.000,No,Yes,55,Nanaimo,Back Office - 002,1,Customer Left (being-served),24DEC2020:09:28:44.000,24DEC2020:09:29:18.000,No,No,No,No,No,0.0003080555,0.0003080555,,,,,0.0000809838,0.0000809838,1,1,0,05MAR2021:14:31:04.627,8.3449067E-6
Front Office,in-person,8751289,Counter,15DEC2021:00:00:00.000,No,Yes,111,Send Video 1,Other - 044,1,Finished,15DEC2021:12:11:49.000,15DEC2021:12:15:38.000,No,No,No,No,No,0.0026509953,0.0026509953,,,,,,,1,1,1,16DEC2021:02:00:12.467,5.6018516E-6
Front Office,in-person,4753826,Counter,30SEP2020:00:00:00.000,No,No,65,Penticton,ICBC - 009,1,Finished,30SEP2020:09:39:34.000,30SEP2020:09:46:52.000,No,No,No,No,No,0.0045543173,0.0045543173,0.0000170949,0.0000170949,0.0004896991,0.0004896991,,,1,1,1,05MAR2021:14:30:37.997,8.8310189E-6
Front Office,in-person,9390763,Counter,22MAR2022:00:00:00.000,No,Yes,55,Nanaimo,MSP - 005,1,Finished,22MAR2022:12:10:54.000,22MAR2022:12:11:30.000,No,No,No,No,No,0.0002810764,0.0002810764,,,,,,,1,1,1,23MAR2022:02:00:13.490,0.0001345139
Back Office,phone,8158591,Counter,06OCT2021:00:00:00.000,No,Yes,50,Merritt,Back Office - 009,1,Finished,06OCT2021:11:20:57.000,06OCT2021:11:38:11.000,No,No,No,No,No,0.010535486,0.010535486,,,,,,,1,1,1,07OCT2021:02:00:15.440,0.0014236459
Front Office,in-person,6164942,Counter,16APR2021:00:00:00.000,No,No,12,Campbell River,ICBC - 009,1,Finished,16APR2021:14:33:44.000,16APR2021:14:39:37.000,No,No,No,No,No,0.0038790973,0.0038790973,0.0000158912,0.0000158912,0.0000507523,0.0000507523,,,1,1,1,17APR2021:02:00:12.213,0.0001422454
Back Office,back-office,5184555,Counter,09DEC2020:00:00:00.000,No,Yes,111,Victoria,ID Verification - 010,1,Finished,09DEC2020:09:31:06.000,09DEC2020:09:33:45.000,No,No,No,No,No,0.0017844676,0.0017844676,,,,,,,1,1,1,05MAR2021:14:30:56.643,0.0000522685
Back Office,back-office,7037254,Counter,20JUL2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,20JUL2021:14:29:37.000,20JUL2021:14:30:27.000,No,No,No,No,No,0.0005542014,0.0005542014,,,,,,,1,1,1,21JUL2021:02:00:13.927,0.0000268403
Front Office,in-person,3284427,,23OCT2019:00:00:00.000,No,No,94,Victoria,RTB - 006,1,Finished,23OCT2019:15:49:19.000,23OCT2019:16:17:43.000,No,No,No,No,No,0.0158150233,0.0158150233,0.0000194213,0.0000194213,0.0034624769,0.0034624769,,,1,1,1,05MAR2021:14:29:59.463,0.0004180787
Front Office,in-person,7960368,Counter,17SEP2021:00:00:00.000,No,Yes,65,Penticton,ID Verification - 010,1,Finished,17SEP2021:17:23:19.000,17SEP2021:17:23:48.000,No,No,No,No,No,0.0003332176,0.0003332176,,,,,,,1,1,1,18SEP2021:02:00:13.710,2.5810191E-6
Back Office,back-office,7303387,Counter,17AUG2021:00:00:00.000,No,Yes,112,Send Video2,Back Office - 005,1,Finished,17AUG2021:14:37:41.000,17AUG2021:14:59:48.000,No,No,No,No,No,0.0153293284,0.0153293284,,,,,,,1,1,1,18AUG2021:02:00:12.643,0.0000312963
Front Office,in-person,7564205,Counter,03SEP2021:00:00:00.000,No,No,46,Maple Ridge,ICBC - 010,1,Finished,03SEP2021:11:33:54.000,03SEP2021:11:47:05.000,No,No,No,No,No,0.00313272,0.00313272,0.0000203472,0.0000203472,0.0058213426,0.0058213426,,,1,1,1,04SEP2021:02:00:12.493,0.0001763773
Front Office,in-person,3289174,,24OCT2019:00:00:00.000,No,Yes,43,Kitimat,SDPR - POC - 009,2,Finished,24OCT2019:14:51:50.000,24OCT2019:15:11:33.000,No,No,No,No,No,0.0136905443,0.0156106949,,,,,,,1,1,1,05MAR2021:14:29:59.463,0.0001102431
Back Office,back-office,7562812,Counter,03SEP2021:00:00:00.000,No,Yes,84,Squamish,Back Office - 021,1,Finished,03SEP2021:10:47:07.000,03SEP2021:12:08:36.000,No,No,No,No,No,0.0013019907,0.0013019907,,,,,0.0552590862,0.0552590862,1,1,1,04SEP2021:02:00:12.493,0.0000177778
Front Office,in-person,469514,,21NOV2018:00:00:00.000,No,No,16,Courtenay,Other - 018,1,Finished,21NOV2018:11:41:42.000,21NOV2018:11:42:07.000,No,No,No,No,No,0.0000206829,0.0000206829,1.1574074E-8,1.1574074E-8,2.3148148E-8,2.3148148E-8,0,0,1,1,1,05MAR2021:14:29:26.743,0.0002667014
Back Office,back-office,2218377,,21MAY2019:00:00:00.000,No,Yes,92,Vanderhoof,Back Office - 015,1,Finished,21MAY2019:15:39:49.000,21MAY2019:16:00:09.000,No,No,No,No,No,0.0140536809,0.0140536809,,,,,,,1,1,1,05MAR2021:14:29:42.620,0.0000703819
Back Office,back-office,8829792,Counter,24DEC2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,24DEC2021:13:27:53.000,24DEC2021:13:28:34.000,No,No,No,No,No,0.0004347917,0.0004347917,,,,,,,1,1,1,25DEC2021:02:00:14.227,0.0000361921
Back Office,back-office,4003075,Counter,20MAY2020:00:00:00.000,No,Yes,95,Vancouver,Back Office - 021,1,Finished,20MAY2020:14:36:04.000,20MAY2020:14:41:29.000,No,No,No,No,No,0.003705706,0.003705706,,,,,,,1,1,1,05MAR2021:14:30:17.433,0.0000533333
Front Office,in-person,3075514,,04SEP2019:00:00:00.000,No,No,23,Dawson Creek,Other - 013,1,Finished,04SEP2019:08:30:55.000,04SEP2019:09:00:53.000,No,No,No,No,No,0.0164609384,0.0164609384,0.0000244213,0.0000244213,0.0040336805,0.0040336805,,,1,1,1,05MAR2021:14:29:54.230,0.0002972685
Front Office,in-person,9038767,Counter,25JAN2022:00:00:00.000,No,No,85,Salmon Arm,ICBC - 012,1,Finished,25JAN2022:14:44:36.000,25JAN2022:15:56:34.000,No,No,No,No,No,0.0014483912,0.0014483912,0.0000290278,0.0000290278,0.0092433337,0.0092433337,0.0390428007,0.0390428007,1,1,1,26JAN2022:02:00:13.410,0.0002165278
Back Office,back-office,6061309,Counter,06APR2021:00:00:00.000,No,Yes,15,Clinton,Back Office - 021,1,Finished,06APR2021:11:04:56.000,06APR2021:11:09:02.000,No,No,No,No,No,0.0028242476,0.0028242476,,,,,,,1,1,1,07APR2021:02:00:12.540,0.0000255208
Front Office,in-person,5039632,Counter,17NOV2020:00:00:00.000,No,No,46,Maple Ridge,ICBC - 002,1,Finished,17NOV2020:12:18:46.000,17NOV2020:12:23:35.000,No,No,No,No,No,0.0009891782,0.0009891782,0.0012668866,0.0012668866,0.0008780671,0.0008780671,,,1,1,1,17MAR2021:13:32:40.347,0.0002071065
Front Office,in-person,7798600,Counter,13SEP2021:00:00:00.000,No,Yes,98,Head Office,ID Verification - 010,1,Finished,13SEP2021:10:56:14.000,13SEP2021:10:59:22.000,No,No,No,No,No,0.0021625811,0.0021625811,,,,,,,1,1,1,15SEP2021:02:00:17.007,4.5833349E-6
Front Office,in-person,1113250,,30JAN2019:00:00:00.000,No,Yes,2,Ashcroft,MSP - 006,2,Finished,30JAN2019:09:46:22.000,30JAN2019:10:00:16.000,No,No,No,No,No,0.0064965161,0.0109047107,,,,,0.003152037,0.003152037,1,1,1,05MAR2021:14:29:32.447,0.0002555208
Front Office,in-person,498432,,23NOV2018:00:00:00.000,No,No,94,Victoria,Other - 018,1,Finished,23NOV2018:14:39:02.000,23NOV2018:15:18:30.000,No,No,No,No,No,0.0068795718,0.0068795718,0.0000283333,0.0000283333,0.0203157291,0.0203157291,0,0,1,1,1,05MAR2021:14:29:27.010,0.0001909838
Back Office,back-office,8151671,Counter,05OCT2021:00:00:00.000,No,Yes,93,Vernon,Back Office - 012,1,Finished,05OCT2021:15:06:54.000,05OCT2021:15:12:46.000,No,No,No,No,No,0.003950648,0.003950648,,,,,,,1,1,1,06OCT2021:02:00:12.640,0.0001238079
Back Office,back-office,5398790,Counter,11JAN2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,11JAN2021:10:58:32.000,11JAN2021:10:59:55.000,No,No,No,No,No,0.0009263889,0.0009263889,,,,,,,1,1,1,05MAR2021:14:31:14.600,0.000030162
